Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0020608,Hypodontia,,-2.7,7.4,4.7,30286,218,75,4,5.3,2.6,3737|3745|6506|84919,KCNA2|KCNB1|SLC1A2|PPP1R15B,-0.25,Npas2
DisGeNET,35,C1562113,Fleck corneal dystrophy,,-2.7,12,5.5,30286,103,75,3,4,2.3,5027|8851|57468,P2RX7|CDK5R1|SLC12A5,-0.25,Npas2
DisGeNET,35,C0025995,Micromelia,,-2.7,12,5.4,30286,104,75,3,4,2.3,1301|4297|126792,COL11A1|KMT2A|B3GALT6,-0.24,Npas2
DisGeNET,35,C0006012,Borderline Personality Disorder,,-2.7,7.3,4.7,30286,221,75,4,5.3,2.6,5027|6506|9575|10846,P2RX7|SLC1A2|CLOCK|PDE10A,-0.24,Npas2
DisGeNET,35,C0311394,Difficulty walking,,-2.6,7.2,4.6,30286,224,75,4,5.3,2.6,3737|3745|6506|146057,KCNA2|KCNB1|SLC1A2|TTBK2,-0.22,Npas2
DisGeNET,35,C0349204,Nonorganic psychosis,,-2.6,5.4,4.2,30286,376,75,5,6.7,2.9,406|811|1137|5621|10846,BMAL1|CALR|CHRNA4|PRNP|PDE10A,-0.21,Npas2
DisGeNET,35,C0575802,Small hand,,-2.6,11,5.3,30286,108,75,3,4,2.3,1301|4297|9759,COL11A1|KMT2A|HDAC4,-0.21,Npas2
DisGeNET,35,C0270844,Tonic Seizures,,-2.6,11,5.3,30286,108,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.21,Npas2
DisGeNET,35,C1843108,Short palm,,-2.6,11,5.2,30286,110,75,3,4,2.3,1301|9759|126792,COL11A1|HDAC4|B3GALT6,-0.19,Npas2
DisGeNET,35,C1854882,Absent speech,,-2.6,7,4.5,30286,232,75,4,5.3,2.6,3737|3745|3800|6506,KCNA2|KCNB1|KIF5C|SLC1A2,-0.18,Npas2
DisGeNET,35,C0151744,Myocardial Ischemia,,-2.6,3.7,3.8,30286,756,75,7,9.3,3.4,406|811|1137|4297|5027|6139|9759,BMAL1|CALR|CHRNA4|KMT2A|P2RX7|RPL17|HDAC4,-0.18,Npas2
DisGeNET,35,C0202236,Triglycerides measurement,,-2.6,4.3,3.9,30286,563,75,6,8,3.1,406|1301|9575|23216|55534|146057,BMAL1|COL11A1|CLOCK|TBC1D1|MAML3|TTBK2,-0.18,Npas2
DisGeNET,35,C0423110,Downward slant of palpebral fissure,,-2.5,5.2,4.1,30286,391,75,5,6.7,2.9,1301|3737|3745|4297|6506,COL11A1|KCNA2|KCNB1|KMT2A|SLC1A2,-0.16,Npas2
DisGeNET,35,C0151650,Renal fibrosis,,-2.5,4.3,3.9,30286,570,75,6,8,3.1,682|811|3566|8482|9759|56848,BSG|CALR|IL4R|SEMA7A|HDAC4|SPHK2,-0.16,Npas2
DisGeNET,35,C0001973,"Alcoholic Intoxication, Chronic",,-2.5,4.2,3.9,30286,577,75,6,8,3.1,406|1137|1850|6506|9575|10846,BMAL1|CHRNA4|DUSP8|SLC1A2|CLOCK|PDE10A,-0.14,Npas2
DisGeNET,35,C4554036,"Nystagmus, CTCAE 5.0",,-2.5,3.6,3.7,30286,779,75,7,9.3,3.4,1301|3737|3745|4297|5621|6506|146057,COL11A1|KCNA2|KCNB1|KMT2A|PRNP|SLC1A2|TTBK2,-0.13,Npas2
DisGeNET,35,C1963184,"Nystagmus, CTCAE 3.0",,-2.5,3.6,3.7,30286,779,75,7,9.3,3.4,1301|3737|3745|4297|5621|6506|146057,COL11A1|KCNA2|KCNB1|KMT2A|PRNP|SLC1A2|TTBK2,-0.13,Npas2
DisGeNET,35,C0232197,Fibrillation,,-2.5,10,5,30286,118,75,3,4,2.3,811|5621|9672,CALR|PRNP|SDC3,-0.13,Npas2
DisGeNET,35,C0949664,Tauopathies,,-2.5,6.6,4.4,30286,245,75,4,5.3,2.6,406|5621|9575|146057,BMAL1|PRNP|CLOCK|TTBK2,-0.13,Npas2
DisGeNET,35,C4317109,Epileptic Seizures,,-2.5,6.5,4.3,30286,250,75,4,5.3,2.6,1137|3737|6506|57468,CHRNA4|KCNA2|SLC1A2|SLC12A5,-0.099,Npas2
DisGeNET,35,C4317123,Myoclonic Seizures,,-2.4,9.8,4.9,30286,123,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.092,Npas2
DisGeNET,35,C0030232,Pallor,,-2.4,9.8,4.9,30286,124,75,3,4,2.3,811|6154|6201,CALR|RPL26|RPS7,-0.085,Npas2
DisGeNET,35,C4025846,Abnormality of vision,,-2.4,9.5,4.8,30286,127,75,3,4,2.3,3737|3745|6506,KCNA2|KCNB1|SLC1A2,-0.059,Npas2
DisGeNET,35,C0812413,Malignant Pleural Mesothelioma,,-2.4,4.8,3.9,30286,421,75,5,6.7,2.9,406|1137|9575|11334|56848,BMAL1|CHRNA4|CLOCK|TUSC2|SPHK2,-0.057,Npas2
DisGeNET,35,C0006287,Bronchopulmonary Dysplasia,,-2.4,4.8,3.9,30286,423,75,5,6.7,2.9,4297|5027|6506|9575|10846,KMT2A|P2RX7|SLC1A2|CLOCK|PDE10A,-0.052,Npas2
DisGeNET,35,C0003578,Apnea,,-2.4,6.2,4.2,30286,261,75,4,5.3,2.6,5621|8851|11334|57468,PRNP|CDK5R1|TUSC2|SLC12A5,-0.051,Npas2
DisGeNET,35,C1854114,Short nose,,-2.4,6.1,4.2,30286,265,75,4,5.3,2.6,1301|4297|6154|6201,COL11A1|KMT2A|RPL26|RPS7,-0.031,Npas2
DisGeNET,35,C1827849,IgE-mediated allergic asthma,,-2.4,9.1,4.7,30286,133,75,3,4,2.3,3566|5097|94103,IL4R|PCDH1|ORMDL3,-0.018,Npas2
DisGeNET,35,C1998028,Photoreceptor degeneration,,-2.3,8.9,4.6,30286,136,75,3,4,2.3,1203|5027|9575,CLN5|P2RX7|CLOCK,0,Npas2
DisGeNET,35,C0231341,Premature aging syndrome,,-2.3,8.9,4.6,30286,136,75,3,4,2.3,406|9575|11334,BMAL1|CLOCK|TUSC2,0,Npas2
DisGeNET,35,C4024896,Motor neuron atrophy,,-2.3,8.8,4.6,30286,138,75,3,4,2.3,5621|6506|11334,PRNP|SLC1A2|TUSC2,0,Npas2
DisGeNET,35,C0021125,Impulsive Behavior,,-2.3,5.9,4,30286,276,75,4,5.3,2.6,1137|3737|3745|6506,CHRNA4|KCNA2|KCNB1|SLC1A2,0,Npas2
DisGeNET,35,C0085669,Acute leukemia,,-2.3,3.8,3.6,30286,639,75,6,8,3.1,811|4297|6154|6201|8835|9575,CALR|KMT2A|RPL26|RPS7|SOCS2|CLOCK,0,Npas2
COVID,200,COVID023,RNA_Keller_B-cells-Infected_CD21pos_Down,,-2.3,5.8,4,30286,278,75,4,5.3,2.6,8482|9672|10125|124222,SEMA7A|SDC3|RASGRP1|PAQR4,0,Npas2
DisGeNET,35,C0038644,Sudden infant death syndrome,,-2.3,8.7,4.5,30286,140,75,3,4,2.3,1137|5621|6324,CHRNA4|PRNP|SCN1B,0,Npas2
DisGeNET,35,C0041696,Unipolar Depression,,-2.3,3.8,3.5,30286,641,75,6,8,3.1,1137|4297|5027|5621|6506|9575,CHRNA4|KMT2A|P2RX7|PRNP|SLC1A2|CLOCK,0,Npas2
Cell Type Signatures,7,M39072,MANNO MIDBRAIN NEUROTYPES HSERT,,-2.3,4.5,3.7,30286,450,75,5,6.7,2.9,1137|3800|8851|9951|57468,CHRNA4|KIF5C|CDK5R1|HS3ST4|SLC12A5,0,Npas2
DisGeNET,35,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,-2.3,3.8,3.5,30286,644,75,6,8,3.1,811|1137|4297|6506|9759|10125,CALR|CHRNA4|KMT2A|SLC1A2|HDAC4|RASGRP1,0,Npas2
DisGeNET,35,C0021053,Immune System Diseases,,-2.3,4.5,3.7,30286,451,75,5,6.7,2.9,682|811|5027|6139|94103,BSG|CALR|P2RX7|RPL17|ORMDL3,0,Npas2
DisGeNET,35,C0020429,Hyperalgesia,,-2.3,4.5,3.7,30286,451,75,5,6.7,2.9,5027|6506|8851|9759|57468,P2RX7|SLC1A2|CDK5R1|HDAC4|SLC12A5,0,Npas2
DisGeNET,35,C0235946,Cerebral atrophy,,-2.3,4.4,3.7,30286,454,75,5,6.7,2.9,1203|3737|3745|6506|57468,CLN5|KCNA2|KCNB1|SLC1A2|SLC12A5,0,Npas2
PaGenBase,36,PGB:00065,Cell-specific: DRG,,-2.3,4.4,3.7,30286,455,75,5,6.7,2.9,1301|1850|3745|3800|4297,COL11A1|DUSP8|KCNB1|KIF5C|KMT2A,0,Npas2
DisGeNET,35,C0009171,Cocaine Abuse,,-2.3,8.4,4.4,30286,144,75,3,4,2.3,1137|6506|9759,CHRNA4|SLC1A2|HDAC4,0,Npas2
DisGeNET,35,C0023492,"Leukemia, T-Cell",,-2.3,4.4,3.7,30286,457,75,5,6.7,2.9,3566|4297|6139|8851|10125,IL4R|KMT2A|RPL17|CDK5R1|RASGRP1,0,Npas2
DisGeNET,35,C1839739,Thick lower lip vermilion,,-2.2,8.4,4.4,30286,145,75,3,4,2.3,1301|6154|6201,COL11A1|RPL26|RPS7,0,Npas2
DisGeNET,35,C0521525,Short neck,,-2.2,5.6,3.9,30286,288,75,4,5.3,2.6,1301|4297|9759|126792,COL11A1|KMT2A|HDAC4|B3GALT6,0,Npas2
DisGeNET,35,C0019158,Hepatitis,,-2.2,3.7,3.5,30286,656,75,6,8,3.1,682|811|3566|5027|9575|10125,BSG|CALR|IL4R|P2RX7|CLOCK|RASGRP1,0,Npas2
DisGeNET,35,C4721532,"Lymphoma, Non-Hodgkin, Familial",,-2.2,4.4,3.6,30286,462,75,5,6.7,2.9,4297|5027|8445|8851|9575,KMT2A|P2RX7|DYRK2|CDK5R1|CLOCK,0,Npas2
DisGeNET,35,C4021790,Abnormality of the skeletal system,,-2.2,8.2,4.4,30286,148,75,3,4,2.3,811|9759|126792,CALR|HDAC4|B3GALT6,0,Npas2
Cell Type Signatures,7,M39066,MANNO MIDBRAIN NEUROTYPES HNBML5,,-2.2,4.3,3.6,30286,465,75,5,6.7,2.9,3800|8507|8851|9951|57468,KIF5C|ENC1|CDK5R1|HS3ST4|SLC12A5,0,Npas2
DisGeNET,35,C0600033,Acquired Kyphoscoliosis,,-2.2,8.1,4.3,30286,149,75,3,4,2.3,6506|84919|126792,SLC1A2|PPP1R15B|B3GALT6,0,Npas2
DisGeNET,35,C0206682,Follicular thyroid carcinoma,,-2.2,5.5,3.9,30286,293,75,4,5.3,2.6,406|682|5654|8851,BMAL1|BSG|HTRA1|CDK5R1,0,Npas2
DisGeNET,35,C0042384,Vasculitis,,-2.2,5.5,3.9,30286,294,75,4,5.3,2.6,811|6139|6160|10125,CALR|RPL17|RPL31|RASGRP1,0,Npas2
DisGeNET,35,C0345392,Congenital kyphoscoliosis,,-2.2,8,4.3,30286,151,75,3,4,2.3,6506|84919|126792,SLC1A2|PPP1R15B|B3GALT6,0,Npas2
DisGeNET,35,C0684276,Hypsarrhythmia,,-2.2,8,4.3,30286,152,75,3,4,2.3,3737|3745|6506,KCNA2|KCNB1|SLC1A2,0,Npas2
COVID,200,COVID243,RNA_Riva_Vero-E6_24h_Up,,-2.2,5.4,3.8,30286,300,75,4,5.3,2.6,1850|8482|9592|84919,DUSP8|SEMA7A|IER2|PPP1R15B,0,Npas2
COVID,200,COVID036,RNA_Sun_Calu-3_0h_Up,,-2.2,5.4,3.8,30286,300,75,4,5.3,2.6,3566|8482|10125|84919,IL4R|SEMA7A|RASGRP1|PPP1R15B,0,Npas2
COVID,200,COVID005,RNA_Appelberg_Huh-7_72h_Down,,-2.2,5.4,3.8,30286,300,75,4,5.3,2.6,9672|9679|56848|124222,SDC3|FAM53B|SPHK2|PAQR4,0,Npas2
COVID,200,COVID039,RNA_Sun_Calu-3_24h_Down,,-2.2,5.4,3.8,30286,300,75,4,5.3,2.6,811|6160|6201|23231,CALR|RPL31|RPS7|SEL1L3,0,Npas2
DisGeNET,35,C0494475,Tonic - clonic seizures,,-2.2,5.4,3.8,30286,300,75,4,5.3,2.6,1137|3737|6324|57468,CHRNA4|KCNA2|SCN1B|SLC12A5,0,Npas2
DisGeNET,35,C0031099,Periodontitis,,-2.2,3.6,3.4,30286,679,75,6,8,3.1,682|811|3566|5027|8851|9672,BSG|CALR|IL4R|P2RX7|CDK5R1|SDC3,0,Npas2
DisGeNET,35,C0234132,Pyramidal sign,,-2.2,7.8,4.2,30286,155,75,3,4,2.3,6324|57468|146057,SCN1B|SLC12A5|TTBK2,0,Npas2
DisGeNET,35,C0575158,Kyphoscoliosis deformity of spine,,-2.2,7.8,4.2,30286,155,75,3,4,2.3,6506|84919|126792,SLC1A2|PPP1R15B|B3GALT6,0,Npas2
Cell Type Signatures,7,M41680,TRAVAGLINI LUNG B CELL,,-2.2,7.8,4.2,30286,155,75,3,4,2.3,3566|6193|23231,IL4R|RPS5|SEL1L3,0,Npas2
DisGeNET,35,C0079772,T-Cell Lymphoma,,-2.1,4.2,3.5,30286,485,75,5,6.7,2.9,811|4297|5621|6139|10125,CALR|KMT2A|PRNP|RPL17|RASGRP1,0,Npas2
DisGeNET,35,C0042373,Vascular Diseases,,-2.1,3.5,3.3,30286,688,75,6,8,3.1,811|5027|5654|8835|9759|56848,CALR|P2RX7|HTRA1|SOCS2|HDAC4|SPHK2,0,Npas2
DisGeNET,35,C0013362,Dysarthria,,-2.1,4.1,3.5,30286,487,75,5,6.7,2.9,5621|5654|10846|84919|146057,PRNP|HTRA1|PDE10A|PPP1R15B|TTBK2,0,Npas2
DisGeNET,35,C1970943,MAJOR AFFECTIVE DISORDER 4,,-2.1,7.6,4.2,30286,160,75,3,4,2.3,406|5027|9575,BMAL1|P2RX7|CLOCK,0,Npas2
DisGeNET,35,C1970945,MAJOR AFFECTIVE DISORDER 6,,-2.1,7.6,4.2,30286,160,75,3,4,2.3,406|5027|9575,BMAL1|P2RX7|CLOCK,0,Npas2
DisGeNET,35,C0027092,Myopia,,-2.1,4.1,3.5,30286,490,75,5,6.7,2.9,406|1301|4297|5654|126792,BMAL1|COL11A1|KMT2A|HTRA1|B3GALT6,0,Npas2
DisGeNET,35,C0002726,Amyloidosis,,-2.1,3.5,3.3,30286,694,75,6,8,3.1,682|1137|5027|5621|5654|8851,BSG|CHRNA4|P2RX7|PRNP|HTRA1|CDK5R1,0,Npas2
DisGeNET,35,C1852197,MAJOR AFFECTIVE DISORDER 1,,-2.1,7.5,4.1,30286,161,75,3,4,2.3,406|5027|9575,BMAL1|P2RX7|CLOCK,0,Npas2
DisGeNET,35,C3714636,Pneumonitis,,-2.1,3.5,3.3,30286,696,75,6,8,3.1,811|1137|8482|8835|9575|56848,CALR|CHRNA4|SEMA7A|SOCS2|CLOCK|SPHK2,0,Npas2
DisGeNET,35,C1836038,Poor head control,,-2.1,7.5,4.1,30286,162,75,3,4,2.3,3737|3745|6506,KCNA2|KCNB1|SLC1A2,0,Npas2
Cell Type Signatures,7,M39107,AIZARANI LIVER C3 NK NKT CELLS 2,,-2.1,7.5,4.1,30286,162,75,3,4,2.3,6139|10123|10125,RPL17|ARL4C|RASGRP1,0,Npas2
DisGeNET,35,C0027746,Nerve Degeneration,,-2.1,7.3,4.1,30286,165,75,3,4,2.3,5621|6506|8851,PRNP|SLC1A2|CDK5R1,0,Npas2
DisGeNET,35,C0338831,Manic,,-2.1,7.3,4.1,30286,166,75,3,4,2.3,406|5027|9575,BMAL1|P2RX7|CLOCK,0,Npas2
DisGeNET,35,C0008489,Chorea,,-2.1,7.2,4,30286,168,75,3,4,2.3,5621|10846|54112,PRNP|PDE10A|GPR88,0,Npas2
DisGeNET,35,C0035309,Retinal Diseases,,-2.1,3.4,3.2,30286,714,75,6,8,3.1,682|811|1137|1301|5027|56848,BSG|CALR|CHRNA4|COL11A1|P2RX7|SPHK2,0,Npas2
DisGeNET,35,C1292753,Primary Effusion Lymphoma,,-2.1,7.2,4,30286,169,75,3,4,2.3,682|811|56848,BSG|CALR|SPHK2,0,Npas2
DisGeNET,35,C0235659,Reduced fetal movement,,-2.1,7.2,4,30286,169,75,3,4,2.3,3737|3745|6506,KCNA2|KCNB1|SLC1A2,0,Npas2
Cell Type Signatures,7,M40134,DESCARTES MAIN FETAL TROPHOBLAST GIANT CELLS,,-2.1,7.2,4,30286,169,75,3,4,2.3,5097|8482|84919,PCDH1|SEMA7A|PPP1R15B,0,Npas2
DisGeNET,35,C0014457,Eosinophilia,,-2.1,5,3.6,30286,325,75,4,5.3,2.6,3566|4297|10125|94103,IL4R|KMT2A|RASGRP1|ORMDL3,0,Npas2
DisGeNET,35,C4087504,Peritoneal dissemination,,-2.1,7.1,4,30286,170,75,3,4,2.3,811|5654|10123,CALR|HTRA1|ARL4C,0,Npas2
Cell Type Signatures,7,M39053,MANNO MIDBRAIN NEUROTYPES HRGL2C,,-2.1,5,3.6,30286,326,75,4,5.3,2.6,5654|6506|9672|10252,HTRA1|SLC1A2|SDC3|SPRY1,0,Npas2
DisGeNET,35,C0149931,Migraine Disorders,,-2.1,3.9,3.3,30286,512,75,5,6.7,2.9,5027|5621|6154|6201|6506,P2RX7|PRNP|RPL26|RPS7|SLC1A2,0,Npas2
Cell Type Signatures,7,M39064,MANNO MIDBRAIN NEUROTYPES HNBML1,,-2,4.9,3.6,30286,328,75,4,5.3,2.6,3800|8851|55534|80274,KIF5C|CDK5R1|MAML3|SCUBE1,0,Npas2
DisGeNET,35,C1862941,"Amyotrophic Lateral Sclerosis, Sporadic",,-2,7,3.9,30286,173,75,3,4,2.3,682|1137|6506,BSG|CHRNA4|SLC1A2,0,Npas2
Cell Type Signatures,7,M39065,MANNO MIDBRAIN NEUROTYPES HRN,,-2,4.8,3.5,30286,335,75,4,5.3,2.6,3800|6506|8507|8851,KIF5C|SLC1A2|ENC1|CDK5R1,0,Npas2
Cell Type Signatures,7,M41753,RUBENSTEIN SKELETAL MUSCLE B CELLS,,-2,6.8,3.9,30286,177,75,3,4,2.3,6154|6193|6201,RPL26|RPS5|RPS7,0,Npas2
DisGeNET,35,C0024131,Lupus Vulgaris,,-2,3.8,3.3,30286,526,75,5,6.7,2.9,811|5027|6139|56848|94103,CALR|P2RX7|RPL17|SPHK2|ORMDL3,0,Npas2
